#SL,Name of the Manufacturer,Brand Name,Generic Name,Strength,Dosage Description,Price,Use For,DAR,company_id,generic_id,strength_id,dose_id,slug,price_cleaned
30961,"Square Pharmaceuticals PLC, Pabna",Mucospel,Bromhexine Hydrochloride,4 mg/5 ml,Syrup,"28.08 Tk, 40.13 Tk",Human,012-0820-031,195,92,72.0,5,mucospel,28.0840.13
31009,"Square Pharmaceuticals PLC, Pabna",Neurolep,Piracetam,500 mg/5 ml,Syrup,"151.02 Tk, 251.70 Tk",Human,012-0881-075,195,470,235.0,5,neurolep,151.02251.70
31027,"Square Pharmaceuticals PLC, Pabna",Sultolin   HFA,Salbutamol,100 mcg/Metered Inhalation,Aerosol Inhalation,"151.02 Tk, 176.19 Tk",Human,012-0900-044,195,36,258.0,39,sultolin---hfa,151.02176.19
31047,"Square Pharmaceuticals PLC, Pabna",Rice ORS,Potassium Chloride + Rice Powder (Pregelatineized) + Sodium Chloride + Trisodium Citrate,.75 gm + 25 gm + 1.3 gm + 1.45 gm/500 ml,Oral Saline,"10.00 Tk, 17.00 Tk",Human,012-0924-079,195,846,547.0,10,rice-ors,10.0017.00
31087,"Square Pharmaceuticals PLC, Pabna",Buphos-Vet,Butaphosphan + Cyanocobalamin,10 gm + 5 mg/100 ml,Injection,"142.74 Tk, 433.55 Tk",Veterinary,012-0971-077,195,446,190.0,15,buphos-vet,142.74433.55
31171,"Square Pharmaceuticals PLC, Pabna",Orostar Original Antiseptic,Eucalypytol + Menthol + Methyl Salicylate + Thymol,92 mg + 42 mg + 60 mg + 64 mg/100 ml,Mouth Wash,"80.24 Tk, 145.43 Tk",Human,012-1079-073,195,501,250.0,37,orostar-original-antiseptic,80.24145.43
31283,"Square Pharmaceuticals PLC, Pabna",Tilcosin Vet,Tilmicosin,250 mg/ml,Oral Solution,"825.00 Tk, 3600.00 Tk",Veterinary,012-1225-077,195,140,119.0,23,tilcosin-vet,825.003600.00
31293,"Square Pharmaceuticals PLC, Pabna",Orostar Plus,Eucalypytol + Menthol + Methyl Salicylate + Sodium Fluoride + Thymol,92 mg + 42 mg + 60 mg + 20 mg + 64 mg/100 ml,Mouth Wash,"85.26 Tk, 150.45 Tk",Human,012-1235-073,195,1819,1320.0,37,orostar-plus,85.26150.45
31498,"Square Pharmaceuticals PLC, Pabna",Maroxacin-Vet Inj,Marbofloxacin,100 mg/ml,Injection,"350.00 Tk, 1000.00 Tk",Veterinary,012-1457-077,195,145,116.0,15,maroxacin-vet-inj,350.001000.00
31505,"Square Pharmaceuticals PLC, Pabna",Floricol - vet,Florfenicol,20 gm/100 ml,Oral Solution,"750.00 Tk, 826.00 Tk",Veterinary,012-1474-077,195,719,458.0,23,floricol---vet,750.00826.00
31858,Super Power Pharmaceuticals Ltd.,Cipro  SP  10%,Ciprofloxacin,10 gm,Solution,"235.00 Tk, 1138.00 Tk",Veterinary,299-0006-077,200,22,382.0,14,cipro--sp--10%,235.001138.00
31861,Super Power Pharmaceuticals Ltd.,Rolium 20,Amprolium,20 %,Powder,"1200.00 Tk, 2205.00 Tk, 45.99 Tk, 287.00 Tk",Veterinary,299-0010-077,200,141,120.0,21,rolium-20,1200.002205.0045.99287.00
31862,Super Power Pharmaceuticals Ltd.,Supermycin,Oxytetracycline,20 %,Powder,"87.00 Tk, 400.00 Tk, 760.00 Tk",Veterinary,299-0014-077,200,135,120.0,21,supermycin,87.00400.00760.00
31873,Super Power Pharmaceuticals Ltd.,Ervinsol,Pyrimethamine + Sulfaquinoxaline Sodium,15 gm + 50 gm/100 ml,Oral Solution,"4900.00 Tk, 646.00 Tk, 2900.00 Tk",Veterinary,299-0004-077,200,1833,1330.0,23,ervinsol,4900.00646.002900.00
31877,Super Power Pharmaceuticals Ltd.,Novocox,Amprolium + Sulfaquinoxaline Sodium + Vitamin K,170 gm + 170 gm + 1 gm/KG,Powder,"72.50 Tk, 485.00 Tk, 2134.00 Tk, 4040.00 Tk",Veterinary,299-0032-077,200,132,113.0,21,novocox,72.50485.002134.004040.00
31879,Super Power Pharmaceuticals Ltd.,Nemide,Sulphanilamide,100 %,Powder,"194.00 Tk, 220.00 Tk",Veterinary,299-0035-077,200,789,214.0,21,nemide,194.00220.00
31880,Super Power Pharmaceuticals Ltd.,Methucal,Calcium Propionate + Cobalt Carbonate + DL-Methionine + Gentian + Pyridoxine Hydrochloride + Silicon Dioxide,500 gm + 100 mg + 40 gm + 80 gm + 380 mg + 12.5 gm/KG,Powder,"672.00 Tk, 840.00 Tk",Veterinary,299-0037-077,200,1266,842.0,21,methucal,672.00840.00
31881,Super Power Pharmaceuticals Ltd.,Acerbullin,Acetylsalicylic Acid + Ascorbic Acid,60 gm + 6.65 gm/100 gm,Powder,"1000.00 Tk, 1800.00 Tk",Veterinary,299-0038-077,200,1264,111.0,21,acerbullin,1000.001800.00
31884,Super Power Pharmaceuticals Ltd.,Autoprim (Vet),Sulphadiazine + Trimethoprim,50 gm + 10 gm/100 ml,Suspension,"140.00 Tk, 788.00 Tk",Veterinary,299-0008-077,200,754,1332.0,6,autoprim-(vet),140.00788.00
31891,Super Power Pharmaceuticals Ltd.,Netrofon (Vet),Trichlorfon,100 %,Powder,"35.00 Tk, 68.00 Tk, 310.00 Tk, 1500.00 Tk, 2900.00 Tk",Veterinary,299-0044-077,200,806,214.0,21,netrofon-(vet),35.0068.00310.001500.002900.00
31892,Super Power Pharmaceuticals Ltd.,Toltarex (Vet),Toltrazuril,2.5 gm/100 ml,Solution,"2080.00 Tk, 3880.00 Tk, 470.00 Tk",Veterinary,299-0045-077,200,142,121.0,14,toltarex-(vet),2080.003880.00470.00
31893,Super Power Pharmaceuticals Ltd.,Bloat Kill (Vet),Simethicone,1 gm/100 ml,Emulsion,"70.00 Tk, 310.00 Tk, 590.00 Tk",Veterinary,299-0046-077,200,108,247.0,66,bloat-kill-(vet),70.00310.00590.00
32013,Supreme Pharmaceuticals Ltd.,Zithracin,Azithromycin,200 mg/5 ml,Powder For Suspension,"130.00 Tk, 185.00 Tk",Human,092-0118-023,201,1,20.0,4,zithracin,130.00185.00
32036,Supreme Pharmaceuticals Ltd.,Vitalex Z,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,Syrup,"45.00 Tk, 85.00 Tk",Human,092-0143-078,201,91,582.0,5,vitalex-z,45.0085.00
32086,Synovia Pharma PLC.,Retin A   .05,Tretinoin,50 mg/100 gm,Cream,"65.20 Tk, 100.30 Tk",Human,003-0267-071,202,427,53.0,11,retin-a---.05,65.20100.30
32276,Synovia Pharma PLC.,Pevisone,Econazole Nitrate + Triamcinolone Acetonide,1 gm + 100 mg/100 gm,Cream,"48.14 Tk, 75.51 Tk",Human,003-0148-071,202,74,59.0,11,pevisone,48.1475.51
32319,Synovia Pharma PLC.,Kuracef,Cefixime,100 mg/5 ml,Powder For Suspension,"120.36 Tk, 196.33 Tk",Human,003-0359-023,202,14,18.0,4,kuracef,120.36196.33
32333,Synovia Pharma PLC.,Curazith,Azithromycin,200 mg/5 ml,Powder For Suspension,"130.39 Tk, 85.26 Tk",Human,003-0389-023,202,1,20.0,4,curazith,130.3985.26
32334,Synovia Pharma PLC.,Metsa 500 mg,Metformin Hydrochloride,500 mg,Tablet,"3.01 Tk, 6.02 Tk",Human,003-0391-015,202,55,1.0,1,metsa-500-mg,3.016.02
32445,Team Pharmaceuticals Ltd.,Telide,Azithromycin,200 mg/5 ml,Powder For Suspension,"83.00 Tk, 135.00 Tk, 180.00 Tk",Human,301-0050-023,203,1,20.0,4,telide,83.00135.00180.00
32452,Team Pharmaceuticals Ltd.,Avolose,Lactulose,68 %,Oral Solution,"135.00 Tk, 245.00 Tk",Human,301-0057-060,203,201,163.0,23,avolose,135.00245.00
32474,Team Pharmaceuticals Ltd.,Temzinc Plus,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,400 mg + 40 mg + 50 mg + 100 mg + 200 mg/100 ml,Syrup,"53.00 Tk, 90.00 Tk",Human,301-0079-078,203,91,582.0,5,temzinc-plus,53.0090.00
32476,Team Pharmaceuticals Ltd.,Temseas,Ascorbic Acid + Cod Liver Oil + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin A + Vitamin B1 + Vitamin D3 + Vitamin E,17.5 mg + 100 mg + 9 mg + .35 mg + .85 mg + 2000 IU + .7 mg + 200 IU + 1.5 mg/5 ml,Syrup,"78.00 Tk, 142.00 Tk",Human,301-0081-078,203,452,198.0,5,temseas,78.00142.00
32657,"Techno Drugs Ltd., Gazipur",Amoxclav Oral Powder Vet,Amoxicillin + Clavulanate Acid,100 mg + 25 mg/gm,Water Soluble Powder,"300.00 Tk, 1400.00 Tk",Veterinary,353-0074-077,205,1846,1343.0,22,amoxclav-oral-powder-vet,300.001400.00
32702,"Techno Drugs Ltd., Gazipur",Algicar Plus,Calcium Carbonate + Sodium Alginate + Sodium Bicarbonate,1.6 gm + 5 gm + 2.6 gm/100 ml,Suspension,"150.00 Tk, 250.00 Tk, 350.00 Tk",Human,353-0125-007,205,109,86.0,6,algicar-plus,150.00250.00350.00
32706,"Techno Drugs Ltd., Gazipur",Cefavet Powder,Cephalexin,7.5 gm/100 gm,Oral Powder,"40.00 Tk, 380.00 Tk",Veterinary,353-0130-077,205,156,520.0,24,cefavet-powder,40.00380.00
32713,"Techno Drugs Ltd., Gazipur",Diapac 350,Iohexol,755 mg/ml,Injection,"1000.00 Tk, 1900.00 Tk",Human,353-0136-041,205,1288,863.0,15,diapac-350,1000.001900.00
32719,"Techno Drugs Ltd., Gazipur",Diapamiro 370,Iopamidol,370 mg/ml,Injection,"1260.00 Tk, 2410.00 Tk",Human,353-0135-041,205,1202,803.0,15,diapamiro-370,1260.002410.00
32783,"Techno Drugs Ltd., Satipara, Narshingdi",Adesol   FORTE,Vitamin A + Vitamin D3 + Vitamin E,3 Lac IU + 1 Lac IU + 50 mg,Injection,"65.25 Tk, 321.20 Tk",Veterinary,304-0057-077,206,650,1005.0,15,adesol---forte,65.25321.20
32794,"Techno Drugs Ltd., Satipara, Narshingdi",Babenil,Imidocarb dipropionate,9.35 mg/ml,Injection,"351.31 Tk, 5721.49 Tk",Veterinary,304-0086-077,206,1619,1112.0,15,babenil,351.315721.49
32797,"Techno Drugs Ltd., Satipara, Narshingdi",Caldifos,Calcium Gluconate + Dextrose + Magnesium Hypophosphite,208 mg + 200 mg + 50 mg/ml,Injection,"75.28 Tk, 120.45 Tk",Veterinary,304-0061-077,206,759,498.0,15,caldifos,75.28120.45
32804,"Techno Drugs Ltd., Satipara, Narshingdi",Ciprosol    10,Ciprofloxacin,10 gm,Solution,"229.86 Tk, 1144.30 Tk",Veterinary,304-0049-077,206,22,382.0,14,ciprosol----10,229.861144.30
32806,"Techno Drugs Ltd., Satipara, Narshingdi",Coccidil,Sulfaclozine,30 %,Powder,"12.63 Tk, 150.57 Tk",Veterinary,304-0039-077,206,756,115.0,21,coccidil,12.63150.57
32810,"Techno Drugs Ltd., Satipara, Narshingdi",Dexavet,Dexamethasone,2 mg/ml,Injection,"32.12 Tk, 150.57 Tk",Veterinary,304-0047-077,206,148,529.0,15,dexavet,32.12150.57
32813,"Techno Drugs Ltd., Satipara, Narshingdi",Dimidin,Sulphadimidine,33.3 gm/100 ml,Injection,"33.12 Tk, 105.39 Tk, 377.42 Tk",Veterinary,304-0054-077,206,762,912.0,15,dimidin,33.12105.39377.42
32827,"Techno Drugs Ltd., Satipara, Narshingdi",Flumil    50,Flumequine,500 mg/gm,Powder,"652.45 Tk, 70.26 Tk",Veterinary,304-0085-077,206,651,928.0,21,flumil----50,652.4570.26
32828,"Techno Drugs Ltd., Satipara, Narshingdi",Flumil    20,Flumequine,20 gm/100 ml,Solution,"206.38 Tk, 391.46 Tk, 1907.17 Tk",Veterinary,304-0016-077,206,651,458.0,14,flumil----20,206.38391.461907.17
32838,"Techno Drugs Ltd., Satipara, Narshingdi",Levex,Levamisole + Triclabendazole,600 mg + 900 mg,Bolus,"16.06 Tk, 22.08 Tk",Veterinary,304-0045-077,206,124,107.0,20,levex,16.0622.08
32861,"Techno Drugs Ltd., Satipara, Narshingdi",Nemasole,Levamisole,46 gm/100 gm,Powder,"12.54 Tk, 100.38 Tk",Veterinary,304-0048-077,206,125,493.0,21,nemasole,12.54100.38
32863,"Techno Drugs Ltd., Satipara, Narshingdi",Nilamide,Sulphanilamide,100 %,Powder,"11.04 Tk, 53.20 Tk, 266.00 Tk",Veterinary,304-0056-077,206,789,214.0,21,nilamide,11.0453.20266.00
32867,"Techno Drugs Ltd., Satipara, Narshingdi",Oxynil,Nitroxynil,25 gm/100 ml,Injection,"25.10 Tk, 44.17 Tk, 225.24 Tk, 1104.15 Tk",Veterinary,304-0046-077,206,522,182.0,15,oxynil,25.1044.17225.241104.15
32883,"Techno Drugs Ltd., Satipara, Narshingdi",Sulfatrim,Sulphadiazine + Trimethoprim,40 % + 8 %,Powder,"15.05 Tk, 139.52 Tk, 1204.53 Tk",Veterinary,304-0011-077,206,754,952.0,21,sulfatrim,15.05139.521204.53
32886,"Techno Drugs Ltd., Satipara, Narshingdi",Technomycin    100,Oxytetracycline,10 gm/100 ml,Injection,"25.10 Tk, 200.75 Tk",Veterinary,304-0007-077,206,135,106.0,15,technomycin----100,25.10200.75
32899,"Techno Drugs Ltd., Satipara, Narshingdi",Vermic,Ivermectin,10 mg/ml,Injection,"42.16 Tk, 70.26 Tk, 125.47 Tk, 1254.71 Tk, 2509.42 Tk",Veterinary,304-0050-077,206,445,189.0,15,vermic,42.1670.26125.471254.712509.42
32927,"Techno Drugs Ltd., Satipara, Narshingdi",Biodox    50,Doxycycline,100 mg/gm,Powder,"75.28 Tk, 727.74 Tk",Veterinary,304-0087-077,206,136,118.0,21,biodox----50,75.28727.74
32938,"Techno Drugs Ltd., Satipara, Narshingdi",Technomycin    50,Lidocaine Hydrochloride + Oxytetracycline,2 gm + 5 gm,Injection,"68.25 Tk, 120.46 Tk, 17.57 Tk",Veterinary,304-0034-077,206,421,834.0,15,technomycin----50,68.25120.4617.57
33005,"Techno Drugs Ltd., Satipara, Narshingdi",Avalon,Azithromycin,200 mg/5 ml,Powder For Suspension,"85.58 Tk, 130.88 Tk",Human,304-0263-023,206,1,20.0,4,avalon,85.58130.88
33016,"Techno Drugs Ltd., Satipara, Narshingdi",Aminosol    5,Amino Acids (Essential),5 %,IV Infusion,"150.00 Tk, 290.00 Tk, 90.00 Tk",Human,304-0274-003,206,511,262.0,42,aminosol----5,150.00290.0090.00
33020,"Techno Drugs Ltd., Satipara, Narshingdi",Adesol   PLUS,Vitamin A + Vitamin D3 + Vitamin E,5 Lac IU + 75000 IU + 50 mg/ml,Injection,"70.26 Tk, 120.45 Tk, 281.06 Tk, 572.15 Tk",Veterinary,304-0280-077,206,650,491.0,15,adesol---plus,70.26120.45281.06572.15
33122,"Techno Drugs Ltd., Satipara, Narshingdi",Levosol 10% Oral Solution (Vet,Levofloxacin,10 gm/100 ml,Solution,"260.00 Tk, 1100.00 Tk",Veterinary,304-0413-077,206,95,106.0,14,levosol-10%-oral-solution-(vet,260.001100.00
33125,"Techno Drugs Ltd., Satipara, Narshingdi",Vermic Plus,Clorsulon + Ivermectin,500 mg + 50 mg/5 ml,Injection,"75.00 Tk, 325.00 Tk",Veterinary,304-0419-077,206,694,425.0,15,vermic-plus,75.00325.00
33129,"Techno Drugs Ltd., Satipara, Narshingdi",Vermic Pour-on vet,Ivermectin,500 mg/100 ml,Solution,"45.00 Tk, 268.00 Tk, 1300.00 Tk",Veterinary,304-0420-077,206,445,145.0,14,vermic-pour-on-vet,45.00268.001300.00
33130,"Techno Drugs Ltd., Satipara, Narshingdi",Vermic 1% Oral Solution,Ivermectin,1 gm/100 gm,Solution,"105.00 Tk, 495.00 Tk, 970.00 Tk",Veterinary,304-0421-077,206,445,52.0,14,vermic-1%-oral-solution,105.00495.00970.00
33218,The ACME Laboratories Ltd.,Azelec    20%,Azelaic Acid,20 gm/100 gm,Cream,"40.27 Tk, 75.51 Tk",Human,036-0406-071,207,1860,117.0,11,azelec----20%,40.2775.51
33285,The ACME Laboratories Ltd.,Fix A,Cefixime,100 mg/5 ml,Powder For Suspension,"155.00 Tk, 230.00 Tk, 250.00 Tk",Human,036-0192-023,207,14,18.0,4,fix-a,155.00230.00250.00
33334,The ACME Laboratories Ltd.,Moxilin    15%,Amoxicillin,15 %,Powder,"149.50 Tk, 1253.73 Tk",Veterinary,036-0312-077,207,28,524.0,21,moxilin----15%,149.501253.73
33350,The ACME Laboratories Ltd.,Neotracin,Bacitracin Zinc + Neomycin Sulphate,250 IU + 5 mg/gm,Powder,"10.18 Tk, 20.13 Tk",Human,036-0263-071,207,192,158.0,21,neotracin,10.1820.13
33374,The ACME Laboratories Ltd.,Peravet  WSP  100,Piperazine,100 %,Powder,"173.52 Tk, 727.18 Tk",Veterinary,036-0305-077,207,751,214.0,21,peravet--wsp--100,173.52727.18
33435,The ACME Laboratories Ltd.,Tulos,Lactulose,68 %,Oral Solution,"120.37 Tk, 230.69 Tk",Human,036-0385-060,207,201,163.0,23,tulos,120.37230.69
33442,The ACME Laboratories Ltd.,V Plex,Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1,20 mg + 2 mg + 2 mg + 5 mg/5 ml,Syrup,"35.65 Tk, 62.19 Tk",Human,036-0143-078,207,21,26.0,5,v-plex,35.6562.19
33472,The ACME Laboratories Ltd.,Ascon    250,Beclomethasone Dipropionate,250 mcg,Inhalation Solution,"251.70 Tk, 320.96 Tk",Human,036-0426-044,207,510,585.0,41,ascon----250,251.70320.96
33503,The ACME Laboratories Ltd.,Salpium,Ipratropium Bromide + Salbutamol,20 mcg + 100 mcg/Metered Inhalation,Aerosol Inhalation,"230.69 Tk, 231.55 Tk, 250.76 Tk",Human,036-0454-044,207,573,320.0,39,salpium,230.69231.55250.76
33540,The ACME Laboratories Ltd.,Povid,Povidone Iodine,10 gm/100 ml,Topical Solution,"36.27 Tk, 176.66 Tk, 341.28 Tk",Human,036-0531-071,207,123,106.0,19,povid,36.27176.66341.28
33564,The ACME Laboratories Ltd.,Feziplex,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"50.35 Tk, 80.55 Tk",Human,036-0484-078,207,419,176.0,5,feziplex,50.3580.55
33565,The ACME Laboratories Ltd.,Genta-10,Gentamicin,100 mg/ml,Injection,"390.17 Tk, 120.82 Tk",Veterinary,036-0486-077,207,146,116.0,15,genta-10,390.17120.82
33598,The ACME Laboratories Ltd.,Nitrox-A,Nitroxynil,34 gm/100 ml,Injection,"74.51 Tk, 201.35 Tk",Veterinary,036-0555-077,207,522,497.0,15,nitrox-a,74.51201.35
33643,The ACME Laboratories Ltd.,Coccioff WSP,Amprolium + Mendione Sodium Bisulphite (Vitamin-K) + Sulfaquinoxaline Sodium,10.2 gm + 100 mg + 10.2 gm/100 gm,Powder,"250.00 Tk, 1150.00 Tk",Veterinary,036-0608-077,207,728,465.0,21,coccioff-wsp,250.001150.00
33653,The ACME Laboratories Ltd.,V-Plex Vet Plus,Cobalt Gluconate + Copper Gluconate + Cyanocobalamin + D-Pantothenol + Ferric Ammonium Citrate + Nicotinamide + Pyridoxine Hydrochloride + Riboflavine-5-Phosphate + Vitamin B1,7 mg + 2 mg + 1.2 mg + 200 mg + 150 mg + 1000 mg + 50 mg + 20 mg + 750 mg/10 ml,Injection,"30.20 Tk, 251.70 Tk",Veterinary,036-0589-077,207,1372,913.0,15,v-plex-vet-plus,30.20251.70
33654,The ACME Laboratories Ltd.,Politrim Vet,Sulphamethoxazole + Trimethoprim,20 gm + 4 gm/100 ml,Injection,"86.26 Tk, 247.24 Tk",Veterinary,036-0588-077,207,23,1367.0,15,politrim-vet,86.26247.24
33757,The ACME Laboratories Ltd.,Salmolin HFA,Salbutamol,100 mcg/Metered Inhalation,Aerosol Inhalation,"170.51 Tk, 181.23 Tk, 195.59 Tk",Human,036-0759-044,207,36,258.0,39,salmolin-hfa,170.51181.23195.59
33826,The ACME Laboratories Ltd.,Acme's Dextrose 25%,Dextrose,25 gm/100 ml,IV Infusion,"37.55 Tk, 61.09 Tk, 91.99 Tk",Human,036-0827-079,207,848,182.0,42,acme's-dextrose-25%,37.5561.0991.99
33830,The ACME Laboratories Ltd.,Acme's Dextrose-N Saline,Dextrose + Sodium Chloride,5 gm + 900 mg/100 ml,IV Infusion,"75.89 Tk, 101.20 Tk",Human,036-0821-079,207,1055,699.0,42,acme's-dextrose-n-saline,75.89101.20
33831,The ACME Laboratories Ltd.,Acme's Cholera Saline,Potassium Chloride + Sodium Acetate + Sodium Chloride,100 mg + 650 mg + 500 mg/100 ml,IV Infusion,"91.99 Tk, 70.14 Tk",Human,036-0823-079,207,1228,804.0,42,acme's-cholera-saline,91.9970.14
33832,The ACME Laboratories Ltd.,Acme's Normal Saline,Sodium Chloride,.9 gm/100 ml,IV Infusion,"67.85 Tk, 87.39 Tk",Human,036-0820-079,207,115,626.0,42,acme's-normal-saline,67.8587.39
33833,The ACME Laboratories Ltd.,Acme's Hartmann Solution,Calcium Chloride + Potassium Chloride + Sodium Chloride + Sodium Lactate,27 mg + 40 mg + 600 mg + 320 mg/100 ml,IV Infusion,"71.30 Tk, 91.99 Tk",Human,036-0822-079,207,1227,802.0,42,acme's-hartmann-solution,71.3091.99
33834,The ACME Laboratories Ltd.,Acme's Dextrose DS,Dextrose Anhydrous,10 gm/100 ml,IV Infusion,"78.20 Tk, 105.80 Tk",Human,036-0826-079,207,1121,106.0,42,acme's-dextrose-ds,78.20105.80
33835,The ACME Laboratories Ltd.,Acme's Dextrose,Dextrose,5 gm/100 ml,IV Infusion,"71.30 Tk, 91.99 Tk",Human,036-0819-079,207,848,251.0,42,acme's-dextrose,71.3091.99
33840,The ACME Laboratories Ltd.,Tacrol 0.1%,Tacrolimus,100 mg/100 gm,Ointment,"151.02 Tk, 200.61 Tk",Human,036-0836-071,207,753,60.0,9,tacrol-0.1%,151.02200.61
33850,The ACME Laboratories Ltd.,Moxilin Vet LA,Amoxicillin,4.5 gm/30 ml,Injection,"69.37 Tk, 175.52 Tk",Human,036-0853-,207,28,1374.0,15,moxilin-vet-la,69.37175.52
33853,The ACME Laboratories Ltd.,Betalyte Vet,Ascorbic Acid + Betaine + Calcium Chloride Dihydrate + Magnesium Chloride Hexahydrate + Potassium Chloride + Sodium Chloride,9 gm + 25 gm + 4 gm + 400 mg + 200 mg + 2 gm/100 ml,Oral Solution,"775.00 Tk, 1450.00 Tk, 170.00 Tk",Human,036-0856-,207,1812,1311.0,23,betalyte-vet,775.001450.00170.00
33931,The ACME Laboratories Ltd.,Fenzol Vet Liquid,Fenbendazole,20 gm/100 ml,Liquid,"630.00 Tk, 140.00 Tk",Veterinary,036-0956-077,207,721,458.0,65,fenzol-vet-liquid,630.00140.00
33932,The ACME Laboratories Ltd.,Mel-Vet 2%,Meloxicam,200 mg/10 ml,Injection,"85.00 Tk, 250.00 Tk",Veterinary,036-0957-077,207,127,934.0,15,mel-vet-2%,85.00250.00
33953,The ACME Laboratories Ltd.,A-Mectin Vet 1% Oral Solution,Ivermectin,1 gm/100 gm,Solution,"115.00 Tk, 545.00 Tk",Veterinary,036-1003-077,207,445,52.0,14,a-mectin-vet-1%-oral-solution,115.00545.00
33983,The ACME Laboratories Ltd.,Cleansol Hand Rub,Chlorhexidine Gluconate + Isopropyl Alcohol,500 mg + 70 gm/100 ml,Solution,"40.00 Tk, 52.00 Tk, 100.00 Tk, 130.00 Tk",Human,036-1039-071,207,99,79.0,14,cleansol-hand-rub,40.0052.00100.00130.00
33984,The ACME Laboratories Ltd.,Cleansol HP Handrub,Glycerol + Hydrogen Peroxide Solution + Isopropyl Alcohol,1.45 ml + 4.17 ml + 75 ml/100 ml,Hand Rub,"40.00 Tk, 70.00 Tk, 130.00 Tk",Human,036-1022-071,207,769,508.0,29,cleansol-hp-handrub,40.0070.00130.00
34059,The ACME Laboratories Ltd.,Amflor Vet Oral Solution,Florfenicol,20 gm/100 ml,Oral Solution,"140.00 Tk, 395.00 Tk",Veterinary,036-1026-077,207,719,458.0,23,amflor-vet-oral-solution,140.00395.00
34310,The White Horse Pharmaceuticals Ltd.,Truzith PFS,Azithromycin,200 mg/5 ml,Powder For Suspension,"130.00 Tk, 180.00 Tk",Human,214-0111-023,208,1,20.0,4,truzith-pfs,130.00180.00
34337,The White Horse Pharmaceuticals Ltd.,safetu Plus,Cetrimide + Chlorhexidine Gluconate,3 gm + 300 mg/100 ml,Solution,"45.00 Tk, 135.00 Tk, 250.00 Tk",Human,214-0157-071,208,408,171.0,14,safetu-plus,45.00135.00250.00
34372,The White Horse Pharmaceuticals Ltd.,Lactocil,Lactulose,68 %,Oral Solution,"140.00 Tk, 240.00 Tk",Human,214-0196-060,208,201,163.0,23,lactocil,140.00240.00
34373,The White Horse Pharmaceuticals Ltd.,Zincstar-B Syrup,Nicotinamide + Pyridoxine Hydrochloride + Riboflavine Sodium Phosphate + Thiamine Hydrochloride + Zinc Sulphate Monohydrate,400 mg + 800 mg + 150 mg + 500 mg + 2 gm/100 ml,Liquid,"53.00 Tk, 95.00 Tk",Veterinary,214-0197-077,208,765,504.0,65,zincstar-b-syrup,53.0095.00
34428,Unimed Unihealth Pharmaceuticals Ltd.,Conlax,Lactulose,68 %,Oral Solution,"140.00 Tk, 260.00 Tk",Human,225-0100-060,210,201,163.0,23,conlax,140.00260.00
34457,Unimed Unihealth Pharmaceuticals Ltd.,Odacef,Cefixime,100 mg/5 ml,Powder For Suspension,"120.00 Tk, 195.00 Tk",Human,225-0069-023,210,14,18.0,4,odacef,120.00195.00
34459,Unimed Unihealth Pharmaceuticals Ltd.,Odaz    200,Azithromycin,200 mg/5 ml,Powder For Suspension,"100.00 Tk, 150.00 Tk",Human,225-0156-023,210,1,20.0,4,odaz----200,100.00150.00
34517,Unimed Unihealth Pharmaceuticals Ltd.,Dysnov,Domperidone,5 mg/5 ml,Suspension,"28.00 Tk, 38.00 Tk",Human,225-0121-018,210,40,38.0,6,dysnov,28.0038.00
34532,Unimed Unihealth Pharmaceuticals Ltd.,Bactoderm    2%,Mupirocin,100 mg/5 gm,Ointment,"180.00 Tk, 60.00 Tk, 140.00 Tk",Human,225-0138-071,210,93,74.0,9,bactoderm----2%,180.0060.00140.00
34582,Unimed Unihealth Pharmaceuticals Ltd.,Nizoder,Ketoconazole,20 mg/ml,Shampoo,"175.00 Tk, 230.00 Tk",Human,225-0220-071,210,868,148.0,77,nizoder,175.00230.00
34625,Unimed Unihealth Pharmaceuticals Ltd.,Xenovate,Clobetasol Propionate,50 mg/100 gm,Ointment,"68.00 Tk, 150.00 Tk",Human,225-0277-071,210,97,53.0,9,xenovate,68.00150.00
34679,Unimed Unihealth Pharmaceuticals Ltd.,Orofer,Elemental Iron + Nicotinamide + Pyridoxine Hydrochloride + Riboflavin + Vitamin B1 + Zinc,50 mg + 20 mg + 2 mg + 2 mg + 5 mg + 10 mg/5 ml,Syrup,"50.00 Tk, 90.00 Tk",Human,225-0344-078,210,419,176.0,5,orofer,50.0090.00
34761,Unimed Unihealth Pharmaceuticals Ltd.,Axicef Plus Powder for Suspens,Cefuroxime + Clavulanic Acid,125 mg + 31.25 mg/5 ml,Powder For Suspension,"250.00 Tk, 280.00 Tk",Human,225-0428-023,210,122,97.0,4,axicef-plus-powder-for-suspens,250.00280.00
